id_code_in_source_dataset,entered_by,source_of_data_literature_contact,contact_person_or_citation,species_genus_sp,field_or_museum,date_captured,month_captured,month_number,method_pcr_q_pcr_histology,bd_positive_blank_or_1,bd_negative_blank_or_1,bd_load_ze_if_q_pcr,standard_strain_if_q_pcr,notes_on_methods,locality,simplified_locality,regulation_0_none_1_dam_upstream_or_2_dam_or_reservoir_downstream,river_system_watershed,county,boylii_clade,location_moved_1_if_yes,dubious_location_1_if_yes,note_on_location,palmer_z_index,phdi,pdsi,sex_f_m_u,life_stage_a_j_m_t,svl_mm,weight_g,notes,recap_y_n,identifier_if_recap,does_local_population_density_data_exist_for_this_site_y_n,utm_easting,utm_northing,ct,monthly_average_precip
CAS188233,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,9/13/1986,September,9,histology,NA,1,NULL,NA,NA,Coyote Creek,Coyote,2,Coyote,Santa Clara,WC,1,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,636000,4106818,NA,NA
CAS188234,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,9/13/1986,September,9,histology,NA,1,NULL,NA,NA,Coyote Creek,Coyote,2,Coyote,Santa Clara,WC,NA,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,636000,4106818,NA,NA
CAS188235,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/15/1989,April,4,histology,NA,1,NULL,NA,NA,Forks of San Benito River,SanBenito,0,Pajaro,San Benito,WC,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,NA,NA,660796,4051111,NA,NA
CAS188236,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/15/1989,April,4,histology,NA,1,NULL,NA,NA,Forks of San Benito River,SanBenito,0,Pajaro,San Benito,WC,NA,NA,NA,NA,NA,NA,M,A,NA,NA,NA,NA,NA,NA,660796,4051111,NA,NA
CAS190556,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,11/3/1992,November,11,histology,1,NA,NULL,NA,NA,"Mines Road, Colorado Creek",Colorado,0,Alameda,Santa Clara,WC,NA,NA,NA,NA,NA,NA,NA,A,61,NA,NA,NA,NA,NA,631705,4144198,NA,NA
CAS191091,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,3/28/1993,March,3,histology,NA,1,NULL,NA,NA,"San Carlos Creek, small reservoir",San Carlos,1,San Benito,San Benito,WC,1,NA,NA,NA,NA,NA,NA,A,52,NA,NA,NA,NA,NA,706988,4030841,NA,NA
CAS191130,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/8/1993,May,5,histology,NA,1,NULL,NA,NA,Laguna,Laguna,2,San Benito,San Benito,WC,1,NA,NA,NA,NA,NA,NA,A,59,NA,NA,NA,NA,NA,695009,4024527,NA,NA
CAS191227,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/17/1993,May,5,histology,NA,1,NULL,NA,NA,Larious Creek,Larious,0,NA,San Benito,WC,NA,NA,NA,NA,NA,NA,NA,A,57,NA,NA,NA,NA,NA,702104,4032090,NA,NA
CAS191229,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/28/1993,June,6,histology,NA,1,NULL,NA,NA,"Picacho Creek, trib to San Benito River",Picacho,0,Pajaro,San Benito,WC,NA,NA,NA,NA,NA,NA,NA,A,65,NA,NA,NA,NA,NA,705341,4023804,NA,NA
CAS193925,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,11/14/1993,November,11,histology,1,NA,NULL,NA,NA,San Benito Creek,San Benito,1,Pajaro,San Benito,WC,1,NA,NA,NA,NA,NA,NA,A,46,NA,NA,NA,NA,NA,690442,4029656,NA,NA
CAS195248,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,7/25/1959,July,7,histology,NA,1,NULL,NA,NA,"Boulder Creek, Cave Gulch",Boulder,0,San Lorenzo,Santa Cruz,WC,NA,1,"Cave Gulch appears to be near Wilder Creek on UC Santa Cruz campus, not on Boulder Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577142,4108279,NA,NA
CAS195440,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,2/26/1994,February,2,histology,NA,1,NULL,NA,NA,Lewis Creek,Lewis,0,Salinas River,Monterey,SW,NA,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,704463,4008662,NA,NA
CAS195454,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,3/13/1994,March,3,histology,NA,1,NULL,NA,NA,"Indian and Smith Creek confluence, trib to Arroyo Hondo",Indian,0,Alameda,Santa Clara,WC,NA,NA,NA,NA,NA,NA,F,A,71,NA,NA,NA,NA,NA,618800,4131323,NA,NA
CAS195720,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/9/1979,May,4,histology,NA,1,NULL,NA,NA,Robinson Creek,Robinson,0,Russian,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479842,4327293,NA,NA
CAS195721,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/15/1981,April,4,histology,NA,1,NULL,NA,NA,Robinson Creek,Robinson,0,Russian,Mendocino,NNC,NA,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,477214,4326949,NA,NA
CAS195724,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/17/1966,April,4,histology,1,NA,NULL,NA,NA,"Bear Creek, 3 mi NE of Boulder Creek",BearCk,0,San Lorenzo,Santa Cruz,WC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,581381,4111705,NA,NA
CAS195940,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/13/1994,June,6,histology,NA,1,NULL,NA,NA,"Coyote Creek, .66 mi south of Gilroy Hotsprings",Coyote,2,Coyote,Santa Clara,WC,1,NA,NA,NA,NA,NA,NA,A,46,NA,NA,NA,NA,NA,636216,4106103,NA,NA
CAS196026,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/19/1994,August,6,histology,1,NA,NULL,NA,NA,"Adobe Creek, confluence with Del Puerto",Adobe,0,DelPuerto,Stanislaus,WC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,640938,4141423,NA,NA
CAS196029,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/21/1994,July,6,histology,NA,1,NULL,NA,NA,"Eticuera Creek, Berryessa-Knoxville Rd, 10.4 mi N of Pope Canyon Rd",Eticuera,2,Putah,Napa,NNC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,562528,4289036,NA,NA
CAS197583,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/12/1993,May,5,histology,1,NA,NULL,NA,NA,Sulphur Creek,Sulphur,2,Alameda,Santa Clara,WC,1,NA,NA,NA,NA,NA,M,A,53,12.75,NA,NA,NA,NA,619350,4131088,NA,NA
CAS198828,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/6/1995,May,5,histology,1,NA,NULL,NA,NA,"Black Butte River, Road culvert",Black Butte,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,494785,4407009,NA,NA
CAS201571,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/18/1996,August,8,histology,NA,1,NULL,NA,NA,Black Butte River,BlackButte,0,Eel,Mendocino,NNC,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,493265,4407742,NA,NA
CAS201798,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,9/19/1993,September,9,qPCR,NA,1,0,not provided,NA,"Trib to Middle Fork Stan, now flows into Reservoir",NA,NULL,Stanislaus,Calaveras,ESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS20283,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,3/31/1951,March,3,histology,NA,1,NULL,NA,NA,Orrs Creek,Orrs,0,Russian,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478286,4335169,NA,NA
CAS203152,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/21/1997,April,4,histology,1,NA,NULL,NA,NA,"Davis Creek near Reed MIne, 100 yd upstream from Rayhouse Road",Davis,2,Cache,Yolo,NNC,NA,NA,NA,NA,NA,NA,M,A,49,10,NA,NA,NA,NA,554542,4302137,NA,NA
CAS203153,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/21/1997,April,4,histology,NA,1,NULL,NA,NA,Davis Creek. 0.5 mi below Davis Creek Reservoir,Davis,1,Cache,Yolo,NNC,NA,NA,NA,NA,NA,NA,M,A,45,9.6,NA,NA,NA,NA,555921,4302652,NA,NA
CAS203444,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,8/28/1997,August,8,qPCR,NA,1,0,not provided,NA,NA,NA,NULL,South Yuba,Nevada,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS203450,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,8/28/1997,August,8,qPCR,1,NA,1.588,not provided,remember not to use load data for a load analysis from museum specimens.,NA,NA,NULL,South Yuba,Nevada,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS203634,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/13/1997,May,5,histology,NA,1,NULL,NA,NA,"Davis Creek above DAvis Creek Reservoir, from inside a bullfrog stomach!",Davis,2,Cache,Yolo,NNC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,recovered from stomach of a bullfrog,NA,NA,NA,552967,4304085,NA,NA
CAS205590,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/25/1998,June,6,qPCR,1,NA,32.52,not provided,remember not to use load data for a load analysis from museum specimens.,Middle Fork Feather,Middle Fork Feather,0,Feather,Butte,NFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS205752,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/24/1998,May,5,histology,NA,1,NULL,NA,NA,"Mines Road, Colorado Creek, ca 2 mi NW (by air) of Red Mtn,",Colorado,0,Alameda,Santa Clara,WC,1,NA,NA,NA,NA,NA,NA,A,55.5,NA,NA,NA,NA,NA,633020,4143425,NA,NA
CAS205859,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/30/1998,June,6,qPCR,1,NA,128.4,not provided,remember not to use load data for a load analysis from museum specimens.,Trib to NFMF American,NA,0,American,Placer,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS205873,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,7/2/1998,July,7,qPCR,NA,1,0,not provided,NA,Shirttail Creek?,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS206297,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,9/30/1998,September,9,qPCR,1,NA,799.6,not provided,remember not to use load data for a load analysis from museum specimens.,Slate Creek,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS206308,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,9/30/1998,September,9,qPCR,NA,1,0,not provided,NA,Slate Creek,NA,NULL,Yuba,Yuba,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS208976,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/14/1999,June,6,histology,NA,1,NULL,NA,NA,"Bar Creek, ca 100 m upstream of Forest Rd M1, Mendocino NF",MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,496680,4410331,NA,NA
CAS208990,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/15/1999,June,6,histology,NA,1,NULL,NA,NA,un-named trib to Middle Fork Eel,MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,494899,4423185,NA,NA
CAS209003,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/16/1999,June,6,histology,NA,1,NULL,NA,NA,Pothole Creek,MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,495633,4420082,NA,NA
CAS209038,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/18/1999,June,6,histology,NA,1,NULL,NA,NA,"South Fork Bear Creek, 50 m upstream of Forest Rd M1",MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501061,4416762,NA,NA
CAS209051,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/19/1999,June,6,histology,NA,1,NULL,NA,NA,"Cold Creek, trub toi Black Butte River",MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506878,4393860,NA,NA
CAS218320,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,11/12/1923,November,11,histology,NA,1,NULL,NA,NA,"N of Monticello (now under Lake Berryessa, extent is estimate)",NA,NULL,Putah Creek,Napa,NNC,NA,1,apparently from site that is now under Lake Berryessa,NA,NA,NA,U,J/A,NA,NA,life stage listed as J/A,NA,NA,NA,569150,4270221,NA,NA
CAS218323,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/26/1925,April,4,histology,NA,1,NULL,NA,NA,"Putah Creek, 8 mi W. of Winters",NA,NULL,Putah Creek,Yolo,NNC,NA,NA,NA,NA,NA,NA,F,A,NA,NA,NA,NA,NA,NA,580111,4263386,NA,NA
CAS218333,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/21/1930,June,6,histology,NA,1,NULL,NA,NA,"1 mi SE of Tocaloma, Along Sir Francis Drake Blvd.",NA,NULL,Lagunitas Creek,Marin,NNC,NA,NA,NA,NA,NA,NA,U,J/A,NA,NA,life stage listed as J/A,NA,NA,NA,522483,4210521,NA,NA
CAS218334,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/21/1930,June,6,histology,NA,1,NULL,NA,NA,"1 mi SE of Tocaloma, Along Sir Francis Drake Blvd.",NA,NULL,Lagunitas Creek,Marin,NNC,NA,NA,NA,NA,NA,NA,U,A,NA,NA,NA,NA,NA,NA,522483,4210521,NA,NA
CAS218338,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/5/1923,May,5,histology,NA,1,NULL,NA,NA,"Papermill Creek, near Tocaloma",NA,NULL,Lagunitas Creek,Marin,NNC,NA,NA,NA,NA,NA,NA,F,A,NA,NA,NA,NA,NA,NA,521196,4211365,NA,NA
CAS218339,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/5/1923,May,5,histology,NA,1,NULL,NA,NA,"Papermill Creek, near Tocaloma",NA,NULL,Lagunitas Creek,Marin,NNC,NA,NA,NA,NA,NA,NA,U,A,NA,NA,NA,NA,NA,NA,521196,4211365,NA,NA
CAS218341,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/5/1923,August,8,histology,NA,1,NULL,NA,NA,mouth of Garcia River,NA,NULL,Garcia River,Mendocino,NNC,NA,NA,NA,NA,NA,NA,U,A,NA,NA,NA,NA,NA,NA,436529,4311978,NA,NA
CAS218342,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/5/1923,August,8,histology,NA,1,NULL,NA,NA,mouth of Garcia River,NA,NULL,Garcia River,Mendocino,NNC,NA,NA,NA,NA,NA,NA,U,A,NA,NA,NA,NA,NA,NA,436529,4311978,NA,NA
CAS22050,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/14/1966,May,5,histology,NA,1,NULL,NA,NA,Arroyo Mocho,ArroyoMocho,0,Alameda,Alameda,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628272,4153663,NA,NA
CAS22051,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/15/1966,June,5,histology,NA,1,NULL,NA,NA,Arroyo Mocho,ArroyoMocho,0,Alameda,Alameda,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628272,4153663,NA,NA
CAS22052,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/14/1966,May,5,histology,NA,1,NULL,NA,NA,Arroyo Mocho,ArroyoMocho,0,Alameda,Alameda,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628272,4153663,NA,NA
CAS22053,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/14/1966,May,5,histology,1,NA,NULL,NA,NA,Arroyo Mocho,ArroyoMocho,0,Alameda,Alameda,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628272,4153663,NA,NA
CAS220681,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/21/2001,August,8,histology,NA,1,NULL,NA,NA,un-named trib,MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,494698,4416857,NA,NA
CAS220714,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/23/2001,August,8,histology,NA,1,NULL,NA,NA,Hammerhorn Creel,MFEeltrib,0,Eel,Mendocino,NNC,1,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,500160,4421707,NA,NA
CAS220742,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/24/2001,August,8,histology,NA,1,NULL,NA,NA,"Maple Creek, Middle Fork Eel Trib",MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,U,J,NA,NA,NA,NA,NA,NA,498126,4423981,NA,NA
CAS220749,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/24/2001,August,8,histology,NA,1,NULL,NA,NA,Alder Creek,MFEeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498325,4423617,NA,NA
CAS220989,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/11/2001,August,8,histology,NA,1,NULL,NA,NA,un-named trib to Eel near Round Valley,Eeltrib,0,Eel,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,509296,4381218,NA,NA
CAS223945,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/11/2002,June,6,histology,NA,1,NULL,NA,NA,"Coyote Creek, 3.5 km us of Coyote Lake",Coyote,2,Coyote,Santa Clara,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634228,4104472,NA,NA
CAS225295,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,6/9/2001,June,6,histology,NA,1,NULL,NA,NA,"Long Branch Creek at Kincaid Road bridge, ca 5.3 road miles north of State Route 130, Mt. Hamilton Range,",LongBranch,1,Alameda,Santa Clara,WC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617754,4138772,NA,NA
CAS226107,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,7/26/2002,July,7,histology,NA,1,NULL,NA,NA,"Coyote Creek, 3.5 km us of Coyote Lake",Coyote,2,Coyote,Santa Clara,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634228,4104472,NA,NA
CAS226108,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,7/26/2002,July,7,histology,NA,1,NULL,NA,NA,"Coyote Creek, 3.5 km us of Coyote Lake",Coyote,2,Coyote,Santa Clara,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634228,4104472,NA,NA
CAS226109,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,7/26/2002,July,7,histology,NA,1,NULL,NA,NA,"Coyote Creek, 3.5 km us of Coyote Lake",Coyote,2,Coyote,Santa Clara,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634228,4104472,NA,NA
CAS226110,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,7/26/2002,July,7,histology,NA,1,NULL,NA,NA,"Coyote Creek, 3.5 km us of Coyote Lake",Coyote,2,Coyote,Santa Clara,WC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634228,4104472,NA,NA
CAS233406,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,9/27/2005,September,9,qPCR,NA,1,0,not provided,NA,"Silver Creek, us of confluence with South Fork American",Silver Creek,NULL,American,El Dorado,NNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA
CAS235797,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,5/4/2005,May,5,qPCR,1,NA,23.32,not provided,remember not to use load data for a load analysis from museum specimens.,North Fork Feather,Poe Reach of North Fork Feather,1,Feather,Butte,NFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS235799,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/1/2004,June,6,qPCR,1,NA,0.116,not provided,remember not to use load data for a load analysis from museum specimens.,Flea Valley Creek,Poe North Fork Feather,0,Feather,Butte,NFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS236001,AJA/SJK,Amphibiaweb disease portal,Michelle Koo mkoo@berkeley.edu,Rana boylii,Museum,6/15/2005,June,6,qPCR,1,NA,1239.2,not provided,remember not to use load data for a load analysis from museum specimens.,Flea Valley Creek,Poe North Fork Feather,0,Feather,Butte,NFR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAS2659,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,8/4/1906,Aug,8,histology,NA,1,NULL,NA,NA,India Creek W of Ukiah,India,0,Navarro,Mendocino,NNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461797,4323300,NA,NA
CAS2671,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/22/1931,May,5,histology,NA,1,NULL,NA,NA,"Navarro River, near Dimmick Pond",NA,NULL,Navarro River,Mendocino,NNC,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,444900,4334559,NA,NA
CAS2672,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/13/1905,NULL,NULL,histology,NA,1,NULL,NA,NA,"Big Sur Rd, Idyllwild Park",NA,NULL,Big Sur River,Monterey,SW,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,"date given as 1929-1930, no month or day",NA,NA,NA,615933,4011622,NA,NA
CAS2714,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,3/9/1929,March,3,histology,NA,1,NULL,NA,NA,La Honda,NA,NULL,San Gregorio Creek,San Mateo,WC,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,564410,4130527,NA,NA
CAS2772,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/23/1915,May,5,histology,NA,1,NULL,NA,NA,Mal Paso between Point Lobos and Point Sur,Malpaso,0,Malpaso,Monterey,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595223,4037865,NA,NA
CAS2787,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/25/1937,May,5,histology,NA,1,NULL,NA,NA,6.5 mi above mouth of Big Sur River,NA,NULL,Big Sur River,Monterey,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609780,4012333,NA,NA
CAS2788,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,5/25/1937,May,5,histology,NA,1,NULL,NA,NA,6.5 mi above mouth of Big Sur River,NA,NULL,Big Sur River,Monterey,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609780,4012333,NA,NA
CAS27936,SJK,Gretchen Padgett-Flohr/literature,gretchen.flohr@s2serm.com,Rana boylii,Museum,4/3/1911,April,4,histology,NA,1,NULL,NA,NA,Camp Meeker,Lancel Creek,0,Russian,Sonoma,NNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503637,4253003,NA,NA
